,Produto,Total_Receitas_2018Q1,Total_Receitas_2018Q2,Total_Receitas_2018Q3,Total_Receitas_2018Q4,Total_Receitas_2019Q1,Total_Receitas_2019Q2,Total_Receitas_2019Q3,Total_Receitas_2019Q4,Total_Receitas_2020Q1,Total_Receitas_2020Q2,Total_Receitas_2020Q3,Total_Receitas_2020Q4,Total_Receitas_2021Q1,Total_Receitas_2021Q2,Total_Receitas_2021Q3,Total_Receitas_2021Q4,Total_Receitas_2022Q1,Total_Receitas_2022Q2,Total_Receitas_2022Q3,Total_Receitas_2022Q4,Total_Unidades_Vendidas_2018Q1,Total_Unidades_Vendidas_2018Q2,Total_Unidades_Vendidas_2018Q3,Total_Unidades_Vendidas_2018Q4,Total_Unidades_Vendidas_2019Q1,Total_Unidades_Vendidas_2019Q2,Total_Unidades_Vendidas_2019Q3,Total_Unidades_Vendidas_2019Q4,Total_Unidades_Vendidas_2020Q1,Total_Unidades_Vendidas_2020Q2,Total_Unidades_Vendidas_2020Q3,Total_Unidades_Vendidas_2020Q4,Total_Unidades_Vendidas_2021Q1,Total_Unidades_Vendidas_2021Q2,Total_Unidades_Vendidas_2021Q3,Total_Unidades_Vendidas_2021Q4,Total_Unidades_Vendidas_2022Q1,Total_Unidades_Vendidas_2022Q2,Total_Unidades_Vendidas_2022Q3,Total_Unidades_Vendidas_2022Q4,Nome_Produto,Unidade_Produto,Referencia_Produto,DataUltimaAtualizacao_Produto,NomeMarca_Produto,Complemento_Produto,Classificacao11_Produto,Classificacao12_Produto,Classificacao13_Produto,Classificacao14_Produto,Classificacao15_Produto,Nome_Class_11_Produto,Nome_Class_12_Produto,Nome_Class_13_Produto,Nome_Class_14_Produto,Nome_Class_15_Produto
10252,389300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.77777777777777,147.77777777777777,147.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,BULLTERRIER VALMET GRF,PR,VALMET ,2022-03-11 00:00:00,BULLTERRIER,GRF,1,2,3,3,275,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA TREKKING
10253,389301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7037037037037,443.5185185185185,532.2222222222222,177.4074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,BULLTERRIER BREEZE CARBONO/LJA,PR,BREEZE,2022-03-11 00:00:00,BULLTERRIER,CARBONO/LJA,1,2,1,3,275,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,BOTA TREKKING
10254,389313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PEGADA 180744/16 PTO,PR,180744/16,2022-03-10 00:00:00,PEGADA,PTO,1,3,2,2,39,CALÇADOS,GERAL,MASCULINO,INVERNO,BOTA C.CURTO
10255,389357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.48148148148148,0.0,0.0,25.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,SPEEDO 509231 PTO/CRISTAL,UN,509231,2021-12-18 00:00:00,SPEEDO,PTO/CRISTAL,2,2,3,3,127,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OCULOS
10256,389358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.444444444444443,29.444444444444443,29.444444444444443,58.888888888888886,29.444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,SPEEDO 509236 COLORS ROSA,UN,509236,2021-12-18 00:00:00,SPEEDO,COLORS ROSA,2,2,3,3,127,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OCULOS
10257,389359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85185185185185,73.7037037037037,73.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,SPEEDO 630001 DIV,UN,630001,2021-12-18 00:00:00,SPEEDO,DIV,2,2,3,3,368,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,FITA DE SUSPENSAO
10258,389450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,MIZUNO 4140000/104 AZ NOITE,UN,4140000/104,2021-12-16 00:00:00,MIZUNO,AZ NOITE,3,2,2,1,243,CONFECÇÕES,ESPORTIVO,MASCULINO,VERÃO,BERMUDA BERMUDA
10259,389484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.59259259259255,166.1111111111111,0.0,110.74074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,OLYMPIKUS BARRA PAPAIA/RSA,PR,BARRA,2022-02-08 00:00:00,OLYMPIKUS,PAPAIA/RSA,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10260,389485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.48148148148147,110.74074074074073,0.0,55.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,OLYMPIKUS BARRA PTO/CHUMBO,PR,BARRA,2022-02-08 00:00:00,OLYMPIKUS,PTO/CHUMBO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10261,389486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.70370370370367,182.77777777777774,0.0,60.92592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,OLYMPIKUS VOA COLORS BCO,PR,VOA COLORS,2022-07-13 00:00:00,OLYMPIKUS,BCO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10262,389487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.62962962962956,670.1851851851851,670.1851851851851,426.4814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,11.0,7.0,OLYMPIKUS VOA COLORS HEATHE,PR,VOA COLORS,2022-07-13 00:00:00,OLYMPIKUS,HEATHE,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10263,389488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.2592592592591,670.1851851851851,1157.5925925925924,609.2592592592591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,19.0,10.0,OLYMPIKUS VOA COLORS PTO,PR,VOA COLORS,2022-07-13 00:00:00,OLYMPIKUS,PTO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10264,389489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.81481481481481,199.25925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,OLYMPIKUS 215 ULTRALEVE BCO,PR,215 ULTRALEVE,2022-03-09 00:00:00,OLYMPIKUS,BCO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10265,389490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.51851851851848,405.5555555555555,121.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,OLYMPIKUS PROOF3 PTO/CHU,PR,PROOF3,2022-03-08 00:00:00,OLYMPIKUS,PTO/CHU,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10266,389491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.33333333333331,210.18518518518516,0.0,42.407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,OLYMPIKUS 130 ULTRALEVE ARENIT,PR,130 ULTRALEVE,2022-04-06 00:00:00,OLYMPIKUS,ARENITO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10267,389492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.3703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,OLYMPIKUS TRIUNFO PTO/HIBISCO,PR,TRIUNFO,2022-02-08 00:00:00,OLYMPIKUS,PTO/HIBISCO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10268,389493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.96296296296293,498.3333333333333,0.0,55.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,OLYMPIKUS VELOZ PETROLIO/LIMAO,PR,VELOZ,2022-02-08 00:00:00,OLYMPIKUS,PETROLIO/LIMAO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10269,389494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.2222222222222,202.77777777777774,121.66666666666666,40.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,1.0,OLYMPIKUS LEV PTO,PR,LEV,2022-02-08 00:00:00,OLYMPIKUS,PTO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10270,389495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.18518518518516,81.29629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,OLYMPIKUS CORRE VENTO AMA/LIMA,PR,CORRE VENTO,2022-07-05 00:00:00,OLYMPIKUS,AMA/LIMAO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10271,389496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.59259259259258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,OLYMPIKUS CORRE VENTO PTO/BEGO,PR,CORRE VENTO,2022-07-05 00:00:00,OLYMPIKUS,PTO/BEGONIA,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10272,389497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,140.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,3.0,OLYMPIKUS VENUS 2 MARITIMO,PR,VENUS 2,2022-01-26 00:00:00,OLYMPIKUS,MARITIMO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10273,389498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85185185185185,294.8148148148148,73.7037037037037,110.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,3.0,OLYMPIKUS LUME MHO/VM,PR,LUME,2022-02-03 00:00:00,OLYMPIKUS,MHO/VM,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10274,389499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.88888888888886,151.29629629629628,258.33333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,OLYMPIKUS SWIFT 3 VIOLETA,PR,SWIFT 3,2022-05-26 00:00:00,OLYMPIKUS,VIOLETA,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10275,389500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.22222222222221,184.44444444444443,46.11111111111111,46.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,OLYMPIKUS TURBO HISICO/OURO,PR,TURBO,2022-02-03 00:00:00,OLYMPIKUS,HISICO/OURO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10276,389501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.22222222222221,138.33333333333331,92.22222222222221,138.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,OLYMPIKUS TURBO PTO/CHU,PR,TURBO,2022-02-03 00:00:00,OLYMPIKUS,PTO/CHU,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10277,389502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.4074074074074,294.8148148148148,36.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,OLYMPIKUS INDEX 2 MHO/PETROL,PR,INDEX 2,2022-02-03 00:00:00,OLYMPIKUS,MHO/PETROL,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10278,389504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,OLYMPIKUS MANEIRO KIDS BALI/HI,PR,MANEIRO KIDS,2022-09-16 00:00:00,OLYMPIKUS,BALI/HIBISCO,1,2,2,3,312,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUN INF
10279,389505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.33333333333331,446.11111111111103,243.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,0.0,OLYMPIKUS AURORA CHU/VM,PR,AURORA,2022-02-03 00:00:00,OLYMPIKUS,CHU/VM,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10280,389506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.77777777777774,243.33333333333331,81.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,OLYMPIKUS AURORA PTO/DOURADO,PR,AURORA,2022-02-03 00:00:00,OLYMPIKUS,PTO/DOURADO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10281,389507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.55555555555555,162.2222222222222,243.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,OLYMPIKUS DELICATE 4 CHUM/HIBI,PR,DELICATE 4,2022-02-03 00:00:00,OLYMPIKUS,CHUM/HIBISCO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10282,389508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.55555555555554,414.99999999999994,138.33333333333331,92.22222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,2.0,OLYMPIKUS TURBO MHO/CURACAU,PR,TURBO,2022-02-03 00:00:00,OLYMPIKUS,MHO/CURACAU,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10283,389509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,884.4444444444443,884.4444444444443,36.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,24.0,1.0,OLYMPIKUS ATMOS PTO,PR,ATMOS,2022-06-17 00:00:00,OLYMPIKUS,PTO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10284,389510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.1481481481481,199.25925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,OLYMPIKUS DYNAMIC MHO/PETROLEO,PR,DYNAMIC ,2022-03-08 00:00:00,OLYMPIKUS,MHO/PETROLEO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10285,389511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.88888888888886,298.88888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,OLYMPIKUS DYNAMIC STELL PTO,PR,DYNAMIC ,2022-03-08 00:00:00,OLYMPIKUS,STELL PTO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10286,389512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.66666666666666,324.4444444444444,40.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,OLYMPIKUS PROOF3 MHO/PETROLEO,PR,PROOF3,2022-03-08 00:00:00,OLYMPIKUS,MHO/PETROLEO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10287,389513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.85185185185185,42.407407407407405,42.407407407407405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,OLYMPIKUS 130 ULTRALEVE MARITI,PR,130 ULTRALEVE,2022-04-06 00:00:00,OLYMPIKUS ,MARITIMO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10288,389514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.62962962962962,49.81481481481481,0.0,49.81481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,OLYMPIKUS 215 ULTRALEVE EUCALI,PR,215 ULTRALEVE,2022-03-09 00:00:00,OLYMPIKUS,EUCALIPTO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10289,389515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.25925925925924,597.7777777777777,49.81481481481481,49.81481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,1.0,OLYMPIKUS LINEAR PTO/DOURADO,PR,LINEAR,2022-02-09 00:00:00,OLYMPIKUS,PTO/DOURADO,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10290,389516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1111111111111,243.33333333333331,40.55555555555555,40.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,OLYMPIKUS LEV MARITMO,PR,LEV,2022-02-08 00:00:00,OLYMPIKUS,MARITMO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10291,389517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1111111111111,283.88888888888886,121.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,OLYMPIKUS DAY LUNAR,PR,DAY ,2022-02-09 00:00:00,OLYMPIKUS,LUNAR,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10292,389518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.3703703703703,0.0,36.85185185185185,36.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,OLYMPIKUS TRIUNFO PETROLEO,PR,TRIUNFO,2022-02-08 00:00:00,OLYMPIKUS,PETROLEO,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10293,389519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.66666666666666,81.1111111111111,40.55555555555555,40.55555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,OLYMPIKUS AURORA MHO/ROMA FEM,PR,AURORA,2022-02-03 00:00:00,OLYMPIKUS,MHO/ROMA FEM,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10294,389520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1111111111111,243.33333333333331,81.1111111111111,81.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,OLYMPIKUS AURORA MHO/ROMA,PR,AURORA,2022-02-03 00:00:00,OLYMPIKUS,MHO/ROMA,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
10295,389522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.25925925925924,147.4074074074074,73.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,OLYMPIKUS CITRUS CHU/RSA,PR,CITRUS,2022-02-03 00:00:00,OLYMPIKUS,CHU/RSA,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
10296,389523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.44444444444443,402.2222222222222,413.33333333333326,568.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,11.0,OLYMPIKUS SWIFT 3 BRILIANCE,PR,SWIFT 3,2022-05-26 00:00:00,OLYMPIKUS,BRILIANCE,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
