,Produto,Total_Receitas_2018Q1,Total_Receitas_2018Q2,Total_Receitas_2018Q3,Total_Receitas_2018Q4,Total_Receitas_2019Q1,Total_Receitas_2019Q2,Total_Receitas_2019Q3,Total_Receitas_2019Q4,Total_Receitas_2020Q1,Total_Receitas_2020Q2,Total_Receitas_2020Q3,Total_Receitas_2020Q4,Total_Receitas_2021Q1,Total_Receitas_2021Q2,Total_Receitas_2021Q3,Total_Receitas_2021Q4,Total_Receitas_2022Q1,Total_Receitas_2022Q2,Total_Receitas_2022Q3,Total_Receitas_2022Q4,Total_Unidades_Vendidas_2018Q1,Total_Unidades_Vendidas_2018Q2,Total_Unidades_Vendidas_2018Q3,Total_Unidades_Vendidas_2018Q4,Total_Unidades_Vendidas_2019Q1,Total_Unidades_Vendidas_2019Q2,Total_Unidades_Vendidas_2019Q3,Total_Unidades_Vendidas_2019Q4,Total_Unidades_Vendidas_2020Q1,Total_Unidades_Vendidas_2020Q2,Total_Unidades_Vendidas_2020Q3,Total_Unidades_Vendidas_2020Q4,Total_Unidades_Vendidas_2021Q1,Total_Unidades_Vendidas_2021Q2,Total_Unidades_Vendidas_2021Q3,Total_Unidades_Vendidas_2021Q4,Total_Unidades_Vendidas_2022Q1,Total_Unidades_Vendidas_2022Q2,Total_Unidades_Vendidas_2022Q3,Total_Unidades_Vendidas_2022Q4,Nome_Produto,Unidade_Produto,Referencia_Produto,DataUltimaAtualizacao_Produto,NomeMarca_Produto,Complemento_Produto,Classificacao11_Produto,Classificacao12_Produto,Classificacao13_Produto,Classificacao14_Produto,Classificacao15_Produto,Nome_Class_11_Produto,Nome_Class_12_Produto,Nome_Class_13_Produto,Nome_Class_14_Produto,Nome_Class_15_Produto
0,1040,0.0,0.0,0.0,0.0277777777777776,0.0092592592592592,0.0,0.0185185185185184,0.0,0.0,0.0185185185185184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MORBIN 322 ALVEJADO POL. ALG.,PR,0,2003-03-31 00:00:00,MORBIN,0,2,3,3,3,12,ACESSÓRIOS,GERAL,GERAL,ANUAL,ATACADOR
1,1061,176.66666666666666,294.44444444444446,88.33333333333333,265.0,294.44444444444446,176.66666666666666,257.96296296296293,147.4074074074074,147.4074074074074,737.037037037037,117.96296296296296,44.25925925925926,0.0,221.2962962962963,0.0,55.37037037037037,110.74074074074073,55.37037037037037,0.0,0.0,6.0,10.0,3.0,9.0,10.0,6.0,7.0,4.0,4.0,20.0,3.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,POLIMET 0043 POLIBARRA,UN,0043,2021-09-17 00:00:00,POLIMET,POLIBARRA,2,2,3,3,17,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BARRA
2,1062,0.0,0.0,0.0,22.037037037037035,44.07407407407407,0.0,0.0,110.18518518518518,132.22222222222223,440.7407407407407,31.29629629629629,62.59259259259258,62.59259259259258,125.18518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,20.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,POLIMET 0082 BARRA 40CM,UN,0082 BARRA,2021-09-17 00:00:00,POLIMET,40CM,2,2,3,3,17,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BARRA
3,1063,0.0,0.0,0.0,47.96296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POLIMET BARRA 1.20CM METAL,UN,0,2017-01-24 00:00:00,POLIMETBARRA,0,2,2,3,3,17,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BARRA
4,2999,410.42592592592587,99.83333333333333,88.74074074074073,155.29629629629628,166.38888888888889,77.64814814814814,232.94444444444443,133.1111111111111,510.25925925925924,354.96296296296293,524.1666666666667,576.9444444444445,336.55555555555554,491.8888888888889,307.01851851851853,530.8518518518518,682.5740740740741,382.90740740740745,491.1296296296296,263.6111111111111,37.0,9.0,8.0,14.0,15.0,7.0,21.0,12.0,46.0,32.0,45.0,45.0,26.0,38.0,21.0,34.0,41.0,23.0,29.0,15.0,WILSON WRT1001 AMA,UN,WRT1001,2022-09-06 00:00:00,WILSON,AMA,2,2,3,3,279,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BOLA TÊNIS
5,17923,0.0,6.462962962962962,0.0,0.0,0.0,0.0,0.0,0.0,38.77777777777777,90.48148148148147,44.33333333333333,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAVAIANAS BRASIL/ BCO,PR,BRASIL/,2021-11-29 00:00:00,HAVAIANAS,BCO,1,3,1,3,251,CALÇADOS,GERAL,FEMININO,ANUAL,CHINELO CHINELO
6,19518,4.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.77777777777777,29.888888888888886,19.925925925925924,64.75925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAVAIANAS TOP/001 BCO,PR,TOP/001,2022-09-02 00:00:00,HAVAIANAS,BCO,1,3,3,3,251,CALÇADOS,GERAL,GERAL,ANUAL,CHINELO CHINELO
7,19587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.888888888888886,49.81481481481481,9.962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAVAIANAS TOP/555 MHO,PR,TOP/555,2022-09-02 00:00:00,HAVAIANAS,MHO,1,3,3,3,251,CALÇADOS,GERAL,GERAL,ANUAL,CHINELO CHINELO
8,19639,13.833333333333332,0.0,0.0,4.981481481481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.83333333333333,19.925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,7.388888888888888,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,HAVAIANAS TOP/ PTO,PR,TOP/,2022-09-02 00:00:00,HAVAIANAS,PTO,1,3,3,3,251,CALÇADOS,GERAL,GERAL,ANUAL,CHINELO CHINELO
9,22139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1002 MEIA MANGA ,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
10,22141,0.0,0.0,0.0,0.0,0.0,9.24074074074074,0.0,7.388888888888888,0.0,0.0,0.0,0.0,3.6851851851851847,3.6851851851851847,7.370370370370369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1001 BCO,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
11,22153,15.703703703703702,0.0,7.388888888888888,21.24074074074074,6.462962962962962,36.03703703703704,0.0,0.0,27.703703703703702,0.0,0.0,3.6851851851851847,7.370370370370369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1001 PTO,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
12,22154,65.61111111111111,80.38888888888889,29.574074074074073,0.0,70.24074074074075,17.555555555555557,10.166666666666666,10.166666666666666,0.0,0.0,8.314814814814815,11.055555555555554,14.740740740740739,7.370370370370369,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1002 MEIA MANGA RSA,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
13,22158,37.87037037037037,12.925925925925924,13.851851851851851,8.314814814814815,23.09259259259259,7.388888888888888,7.388888888888888,0.0,12.925925925925924,0.0,0.0,7.370370370370369,22.111111111111107,0.0,11.055555555555554,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1001 RSA,UN,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
14,22164,16.62962962962963,0.0,8.314814814814815,24.944444444444443,9.24074074074074,9.24074074074074,0.0,50.833333333333336,0.0,0.0,0.0,11.055555555555554,7.370370370370369,3.6851851851851847,11.055555555555554,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1002 MEIA MANGA BCO HEL,PR,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
15,22182,27.72222222222222,116.46296296296298,0.0,63.77777777777778,10.166666666666666,24.03703703703704,0.0,0.0,44.370370370370374,0.0,0.0,3.6851851851851847,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 1002 MEIA MANGA PTO HEL,PR,0,2020-11-17 00:00:00,ROMMEL,0,3,2,1,3,82,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,COLLANT
16,22642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.03703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRES PINGOS 3800 PTO NYL,UN,0,2022-11-26 00:00:00,TRES PINGOS,0,2,3,2,3,100,ACESSÓRIOS,GERAL,MASCULINO,ANUAL,GUARDA CHUVA
17,22650,60.0925925925926,63.7962962962963,49.00000000000001,84.12962962962965,96.14814814814817,90.61111111111111,90.61111111111111,25.88888888888889,129.44444444444446,0.0,0.0,51.77777777777778,25.88888888888889,53.62962962962963,55.48148148148148,69.35185185185185,27.74074074074074,44.388888888888886,29.59259259259259,14.796296296296296,5.0,5.0,4.0,7.0,8.0,7.0,7.0,2.0,10.0,0.0,0.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,BONTON IMPERMEABILI .,UN,IMPERMEABILI,2022-03-23 00:00:00,BONTON,.,2,3,3,3,101,ACESSÓRIOS,GERAL,GERAL,ANUAL,IMPERMEABILIZANTES
18,22894,0.0,88.33333333333333,29.444444444444443,29.444444444444443,0.0,0.0,29.444444444444443,88.33333333333333,58.888888888888886,0.0,29.444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0031 PT IS,PR,0,2018-03-15 00:00:00,MERCUR,0,2,2,3,3,104,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,JOELHEIRA
19,22902,11.092592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BODY RUSH S/ORIFICIO IS,UN,0,2018-01-13 00:00:00,BODY,0,2,2,3,3,104,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,JOELHEIRA
20,22905,290.35185185185185,166.44444444444446,88.77777777777777,208.96296296296296,194.16666666666666,168.27777777777777,116.5,142.38888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,6.0,16.0,15.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0037 PTO IS,PR,0,2018-10-02 00:00:00,MERCUR,0,2,2,3,3,104,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,JOELHEIRA
21,22907,179.38888888888889,138.7037037037037,97.0925925925926,188.62962962962962,77.66666666666667,64.72222222222223,38.833333333333336,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,7.0,14.0,6.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0035 PTO IS,UN,0,2018-12-10 00:00:00,MERCUR,0,2,2,3,3,104,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,JOELHEIRA
22,22976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEIKYO UJSA ALG,PR,0,2020-11-25 00:00:00,MEIKYO,0,3,2,3,3,105,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,KIMONO
23,22978,0.0,0.0,0.0,0.0,0.0,0.0,16.64814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEIKYO UJSTA ALG,UN,0,2015-01-08 00:00:00,MEIKYO,0,3,3,3,3,105,CONFECÇÕES,GERAL,GERAL,ANUAL,KIMONO
24,22993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEIKYO UKMA BCO,PR,0,2020-11-25 00:00:00,MEIKYO,0,3,2,3,3,105,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,KIMONO
25,23031,166.1111111111111,0.0,55.37037037037037,0.0,0.0,0.0,110.74074074074073,88.51851851851852,0.0,0.0,44.25925925925926,238.14814814814812,0.0,0.0,0.0,92.4074074074074,92.4074074074074,92.4074074074074,0.0,120.18518518518518,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,MASTER REDE KIV VOLEY OF,UN,0,2022-05-31 00:00:00,MASTER,0,2,2,3,3,361,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,KIT VOLEI
26,23032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.48148148148147,0.0,0.0,51.66666666666666,110.74074074074073,55.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MASTER REDE KIJ VOLEY JUNIOR,UN,0,2020-11-06 00:00:00,MASTER,0,2,2,3,3,361,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,KIT VOLEI
27,23033,0.0,0.0,0.0,177.03703703703704,44.25925925925926,0.0,0.0,44.25925925925926,0.0,88.51851851851852,0.0,88.51851851851852,88.51851851851852,0.0,0.0,160.55555555555554,53.51851851851851,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,MASTER REDE KIP VOLEY PISCINA,UN,0,2021-10-05 00:00:00,MASTER,0,2,2,3,3,106,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,KIT FUTEBOL
28,23034,0.0,0.0,0.0,199.25925925925924,0.0,0.0,49.81481481481481,153.14814814814812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,MASTER REDE KIM SOCCER JUNIOR,UN,0,2021-10-05 00:00:00,MASTER,0,3,2,3,3,106,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,KIT FUTEBOL
29,23110,22.96296296296296,91.85185185185183,45.92592592592592,68.88888888888887,22.96296296296296,45.92592592592592,89.07407407407406,44.07407407407407,44.07407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MERCUR BC0100 PTO,PR,0,2019-08-10 00:00:00,MERCUR,0,2,2,3,3,266,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,LUVA MUSCULAÇÃO
30,23202,0.0,0.0,0.0,12.01851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BODY RUSH MUSC/BIKE NEOPREME,PR,0,2015-06-27 00:00:00,BODY,0,2,2,3,3,266,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,LUVA MUSCULAÇÃO
31,23302,0.0,166.4814814814815,33.2962962962963,0.0,33.2962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 8003A MHO HELANCA,UN,8003A,2018-04-04 00:00:00,ROMMEL, MHO HELANCA,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
32,23452,47.16666666666666,110.05555555555554,47.16666666666666,0.0,0.0,15.72222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL 8003A HELANCA,UN,8003A,2018-03-08 00:00:00,ROMMEL,HELANCA,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
33,27203,0.0,8.462962962962962,6.259259259259259,0.0,3.1296296296296293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LUPO 4570 CZA,PR,4570,2022-04-18 00:00:00,LUPO,CZA,3,3,1,3,239,CONFECÇÕES,GERAL,FEMININO,ANUAL,MEIA SOQUETE
34,27374,2.1296296296296293,0.0,0.0,0.0,0.0,2.1296296296296293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LUPO 2520-01/999 PTO TEC.,PR,0,2006-04-12 00:00:00,LUPO,0,3,4,1,3,115,CONFECÇÕES,INFANTIL,FEMININO,ANUAL,MEIA
35,27407,0.0,9.944444444444443,11.61111111111111,42.166666666666664,0.0,0.0,0.0,0.0,4.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL M/CALCA C/PE BCO HELAN,PR,0,2017-04-03 00:00:00,ROMMEL,0,3,3,1,3,117,CONFECÇÕES,GERAL,FEMININO,ANUAL,MEIA-CALÇA
36,27442,0.0,12.703703703703702,3.6851851851851847,6.814814814814814,0.0,7.37037037037037,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,12.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,ROMMEL M/CALCA C/PE PTO HELAN,PR,0,2020-11-23 00:00:00,ROMMEL,0,3,2,1,3,117,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MEIA-CALÇA
37,27455,16.574074074074073,64.81481481481481,24.870370370370367,2.759259259259259,2.388888888888889,10.314814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,5.5,1.8333333333333333,0.0,0.0,0.0,0.0,5.0,20.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,ROMMEL M/CALCA C/PE RSA HELAN,PR,0,2020-11-17 00:00:00,ROMMEL,0,3,3,1,3,117,CONFECÇÕES,GERAL,FEMININO,ANUAL,MEIA-CALÇA
38,28171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.092592592592592,22.185185185185183,11.092592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,BONTON MUSS PLUS INCOLOR,PR,MUSS PLUS,2022-03-23 00:00:00,BONTON,INCOLOR,2,3,3,3,123,ACESSÓRIOS,GERAL,GERAL,ANUAL,MOUSSE
39,28207,13.87037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BODY RUSH C/TALA DIREITA NEO I,UN,0,2018-01-13 00:00:00,BODY,0,2,2,3,3,124,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,MUNHEQUEIRA
40,28467,0.0,0.0,0.0,0.0,0.0,0.0,4.407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.759259259259259,8.277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,FORT SPUMA SIMPLES BC FEM,PR,SIMPLES,2021-07-07 00:00:00,FORT SPUMA,BC FEM,2,3,1,3,130,ACESSÓRIOS,GERAL,FEMININO,ANUAL,PALMILHA
41,28468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FORT SPUMA FEM 1/2 PALMILHA,PR,FEM,2021-02-02 00:00:00,FORT SPUMA,1/2 PALMILHA,2,3,3,3,130,ACESSÓRIOS,GERAL,GERAL,ANUAL,PALMILHA
42,28470,39.66666666666667,96.96296296296299,112.38888888888891,66.11111111111113,88.14814814814817,147.64814814814818,156.462962962963,125.61111111111114,141.03703703703707,110.1851851851852,82.46296296296298,160.05555555555554,62.11111111111111,145.72222222222223,67.5,102.09259259259258,93.81481481481481,168.3148148148148,149.0,68.98148148148148,18.0,44.0,51.0,30.0,40.0,67.0,71.0,57.0,64.0,50.0,37.0,67.0,26.0,61.0,25.0,37.0,34.0,61.0,54.0,25.0,FORT SPUMA SIMPLES BCO MASC,PR,SIMPLES ,2021-07-07 00:00:00,FORT SPUMA,BCO MASC,2,3,2,3,130,ACESSÓRIOS,GERAL,MASCULINO,ANUAL,PALMILHA
43,28485,75.1111111111111,28.166666666666664,59.462962962962955,68.85185185185185,59.462962962962955,100.14814814814814,56.33333333333333,93.88888888888889,137.7037037037037,81.37037037037037,76.59259259259258,84.0,33.925925925925924,97.53703703703704,77.5185185185185,77.5185185185185,105.2037037037037,141.25925925925924,25.851851851851848,0.0,24.0,9.0,19.0,22.0,19.0,32.0,18.0,30.0,44.0,26.0,24.0,24.0,8.0,23.0,14.0,14.0,19.0,22.0,4.0,0.0,FORT SPUMA PALM. P/TENIS,PR,PALM.,2022-04-05 00:00:00,FORT SPUMA,P/TENIS,2,3,3,3,130,ACESSÓRIOS,GERAL,GERAL,ANUAL,PALMILHA
44,29503,0.0,7.333333333333333,7.333333333333333,1.8333333333333333,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROMMEL REDE P/COQUE,UN,0,2017-09-06 00:00:00,ROMMEL,0,2,4,1,3,149,ACESSÓRIOS,INFANTIL,FEMININO,ANUAL,REDE
